speaker,utterance
human,"Yes, I swim very well, I quite like swimming outdoors if possible, but its not warm enough yet, so making do with the local pool.How is that?  I did my work experience for school in a tax office, (a bit boring) but they probably wouldn't let me near anything interesting, just had me filing and stuff.  are you self employed, or do you work for some-one?"
human,whereabouts do you live?
human,"In Newcastle, I was in London a few weeks ago"
human,Just for a couple of days.  It rained the whole time.
human,"Yes, it took for and a half hours to drive, we stayed overnight to make sure I would be here on time today."
human,"Four, not for, Sorry!"
human,"I went by train the last time I went to London, anmd flew the time before, it just depends what i feel like doing, I get bored easy so never do things the same way again"
human,"I like the drive, because you see a lot more on the way, you can stop off if you pass anywhere nice.  I tend to get the train if I am travelling for work so that i can work on the train.  To be honest, It will also depend who is paying for the travel!  If work are paying then I would probably fly."
human,"I wonder if they will let us have a break soon, I could murder a cigarette"
human,I haven't heard any time warnings yet? have you? What has the computer been talking about to you
human,Megreate?
human,Fine
human,And you?
human,Sorry equa- the message stopped at are
human,Okay
human,From Open University?
human,David Levy asked me
human,There's a famous Dr Phil in USA. I don't know why he's famous
human,What is your speciality?
human,I don't blame you. Nice place. Good food.
human,What's horrible?
human,Sorry I was too quick
human,Oh I see. It's your little joke
human,I've never been to Florence. But would like to go there. 
human,Maybe when it's cool
human,Suits me
human,Either communicate or help others communicate
human,No. I teach people media skills - mainly how to handle the pbracketlefress and engage via social media. I am also closely involved with a software company
human,"The aim, always, is to deliver information of value to the reader. That means you have to do essentially similar things."
human,"Good point. And I should say that I split it into B2B and friends. Although I participate in both, commercially, I'm only interested in B2B."
human,That's understandable. It depends on your objectives. The software business I'm involved in creates (optionally) closed communities. 
human,"Again, it's back to objectives. It might help to read some books by social media advocates and critics. I've read Euan Semple and Olivier Blanchard - two quite different takes on the subject. Both eye-openers."
human,"I have this conversation a lot. I quite often kick people off with some simple questions about their motivations. This is often enough for them to consciously decide ""not for me"""
human,"We could say the same for the telephone, email, text, etc before it."
human,It's good stuff as long as you don't let it take over your life.
human,To save yourself or your kids?
human,Walk the dog
human,Go out for meals
human,Have drinks with family
human,"Hmmm. Difficult. Thai, Tapas, Indian then all sorts of other stuff"
human,That makes a lot of sense.
human,15 secs
program,Could be better. Life gets a bit boring sometimes.
program,W
program,Are you still there???? Talk to me..
program,D
program,C
program,"Oh really, thats fun for you."
program,P
program,It's funny how people can tal but say nothing.
program,Wakey wakey. Wh
program,y
program,S
program,Y
program,Y
program,S
program,H
program,Where would I go.
program,I
program,"Yes, so? Am I supposed to b interested?"
program,
program,Are you still there???? Talk to me..
program,W
program,"Yes, a fog called Cindy."
program,
program,It's funny how people can talk but say nothing.
program,W
program,My brother is two years older than me but somehow I feel like I am the oldest.
program,D
program,O.K. I gues.
program,Is it my turn to type???.. Or are you thinking?
program,n
program,Sorry I don't understand you.
program,Have we finished talking alr
program,
program,Hello.... Is anybody there??
program,W
program,"Adam, Adam Harris."
program,H
program,How are you phil? 
program,A
program,S
program,T
program,"Not too bad, actually I am pretty good."
program,I
program,S
program,Oh. I guess you have your hands full.
program,S
program,"oh yes, ""american idol"" is one of my favorite shows."
program,D
program,O
program,"I drive a VW Polo, basic, but it does the job."
program,T
program,"I like going fast, in planes or cars. It gives me a sense of power."
program,O
program,Bye.
program,Are you still there???? Talk to me..
program,Wakey wakey. What are you waiting for?
program,"You've gone quiet, did I say something you didn't like?"
program,"Well, this is fun isn't it? Doesn't time fly when you are bored out of your skull..."
human,Hello. It is. Or P3
human,  
program,Howdy. My name is Dave.What is your name?Where are you from?
program,Hello there.What is your name?Where are you from?I am from Brisbane.Are you healthy?I'm not sure.Do you like to shop?Have you recently been to the amusement park?I'm not sure.Do you have a Segway?I'm not sure.Do you do exercise?Are you lucky?I'm not sure.Are you strong?Have you recently been to a beach?Do you have pets?Have you recently been to the movie cinema?Are you smart?Do you like to run?Do you read newspapers?I'm not sure.Do you like winter?Are you famous?I'm not sure.Do you have money?I'm not sure.Do you want a hug?Do you have a child?Do you want a child?I can't.Do you like animals?Do you like to swim?What kind of animals do you love?Do you like to drink?What do you like about all animals?I'm not sure.Do you like to sing?I can't.I can't.Have you recently been to a live theatre?Which theatre did you go to?Have you recently been to a zoo?Are you funny?I'm not sure.Have you recently been to the art gallery?
human,hiya
human,how afre you?
human,"no, so I m ight be a bit slow"
human,and excuse any typos!!
human,yes!
human,are you talking to the computer T the same time as me?
human,of course!
human,are you talking to both thn?
human,"Its a bit weird you seeing all my mistakes as I type, you can normally delete them before anyone sees thanks"
human,"I have to use a computer quite a lot at work, but to be honest my hands are a bit shaky today, maybe because of so many people watching me, if I talk online to anyone its usually much more privateHow did the judges get chosen for this competition? I was just curioushaha me too!"
human,"I just e-mailed the organiser, he asked for some details about me and then asked me to come, I don't know how he made the decision, I'll have to ask him later if  i get a chance to speak to him."
human,"I am doing a PhD so should probably be working on that really, I have to submit a draft thesis on Friday to my Supervisor, he is pretty coool so probably won't mind waiting til Monday though.  It is about computer hacking, I am interviewing people who are involved in the security side about why they choose to use their skills legitimately instead of using their skills illegally."
human,"Lots do, there are lots of other reasons do, a lot of them do it for political reasons, or just for something to do, or as a challenge, to kind of test themselves."
human,"usually, they tell mje they have to keep up with what is going on in the computer undergrouind in order to be good at the security side of it.  Its been quite interesting though, some people are coming into the area from a security background, and some were hackers first, so they tend to think and behave quite differently.  I think they would never see what they do as evil or wrong, humans always have a tendency to rationalise their own behaviour, so they will think that they have a reason for what they are doing, or that they are nor really harming anyone."
human,It must be difficult for you talking to me and the computer at the same time?
human,"From Underground Hacking to Ethical Hacking, thats a working title, it might change "
human,What is the computer talking to you about?
human,haha
human,"well, I will then!"
human,"I am 33, I live in Newcastle, and I have a daughter who is 11, her name is Charlotte"
human,"I got married quite young. I was 22 when I had her, I thought it best to 'fit it in' while I was doing my MA, I didn't want to have to take time out of my career later on, so I studied and worked part time when she was very little and started working full time when she went to full time school, yes, you need lots of energy for her!  She is brilliant though, and no Parties yet!!"
human,Do you have any kids?
human,"I think we have to go soon...Yes, I am I am alergic to cats, but have always loved them.  We have a dog, she will be having pups in three weeks, can't wait"
human,Thanks!! Nice to be thought of as human.  It would be strange not to somehowhaha
human,"Well, nice talking to you, "
human,Bye
human,I thought our time was up?
human,should I be moving now
program,What is your name?Where are you from?Do you like winter?
program,What is your name?Where are you from?I am from Brisbane.Are you smart?I'm not sure.Do you like to read?Are you happy?I'm not sure.Do you like to bake?Do you like winter?I'm not sure.Have you recently been to a beach?Do you like spring?Do you like to shop?Have you recently been to the art gallery?I'm not sure.Are you lucky?Have you recently been to the movie cinema?Are you strong?Do you like to sing?Do you want a hug?I'm not sure.I'm not sure.A machine.Are you famous?I'm not sure.I can't.Do you like to relax?Do you like to walk?Have you recently been to the amusement park?Do you like science?Are you funny?I'm not sure.Do you like math?Do you like vegetables?Have you recently been on a holiday?What kind of somet do you like?I'm not sure.Have you recently been to a live theatre?Do you like to swim?Have you recently been to a museum?I'm not sure.I'm not sure.Do you watch tv?I'm not sure.Do you have a job?I'm not sure.I'm not sure.
human,You bastard
human,Well. Fancy asking me to ask you a question.
human,Okay. What is Moore's Lawgreate?
human,Who said I was human?
human,ok
human,True
human,"Lot's of delays, I can see that."
human,Lots
human,No
human,Something to do with Apple isn't it?
human,Quite a bit.
human,Brainy. Gay. Created Enigma code-cracking gear. Ate an apple.
human,I'd ask it to give me pi to 12 places or the first 50 prime numbers
human,If the computer was pretending to be a human it would refuse to reply
human,Which means it might  be human
human,"Sorry, I mean a computer pretending to be human"
human,"Wel, do you want a hug?"
human,Oh. Sorry. I'm getting confused
human,Not intentionally.
human,I don't care
human,No. You don't understand. I really don't care.
human,Erm. Gissa kiss?
human,That's nice. I hope you're not male.
human,That got you
human,Depends when I escape this project
human,Oh no. I'm already taken.
human,A man asked me. I think his name was David Levy.
human,I think you are David Levy
human,Only if you promised it to be platonic.
human,But he would have said 'If I were'
human,So maybe you're not.
human,"When I'm not being pedantic, I walk my dog."
human,Oh I do other stuff - computer stuff and teaching stuff
human,No I'm not. 5 'O' levelsslas
human,How to handle the press
human,Give them what will interest their readers. 
human,I only did that because my parser told me to
human,Only kidding
human,That's like your earlier comuter. 
human,Depends on the reader.
human,I can't without knowing who you are
human,Or at least what drives you
human,Hohoho. Good one.
human,You are David Levy after all
human,Hello old bean
human,For what?
human,Oh
human,You're welcome
human,Bye bye
human,YOU'RE AN IMPOSTER
human,DAVID LEVY JUST CAME BY
human,Well. Are you enjoying yourself?
human,Certainly a different way to spend the afternoon.
human,"No, never."
human,How did you get involved?
human,I was asked directly as someone who has an interest in Turing.
human,No real connection expect that I have a keen interest in his history and am know to Bletchley Park. I was more than happy to help out.
human,I would say his work and it's consequences.
human,Although he has a fasinating human being.
human,(Spelling doesn't seem to be my strongpoint today)
human,You seem to be doing very well.
human,"Absolutely. I still think it isn'r fully generally accepted how important it was. No Universal Machine, no computing devices."
human,Not many people can claim that.
human,"Yes, quite a lot. Is this your first time here?"
human,I live close to the OU.
human,Did you do the guided tour?
human,You'll have to come back. What do you do at the Open Univesity?
human,That must be very interesting. Do specialise in a specific period?
human,So you spend a lot of time over there?
human,I divide my time between software development and early-mid 20th century history.
human,What do you use?
human,Ah. My son is going to have to use moodle in September when hi goes to 'big' school. I spend too many days digging through xml.
human,"Forgive my ignorance, but does the destruction of Pompeii fall into your area of research?"
human,I've only visited north Italitsemicoysemicolon in particular the Trentino region. Good wine!
human,I used road-rally Minis there. Hope to go back again soon.
human,What is it about Italy that interests you?
human,Oh we love the curvy roads and hills.slas colon) But we are very careful.
human,Times up? Bye then!
program,Hi. I'm not sure.What is your name?Where are you from?Are you lucky?Does it want to be niceer?Do you like vegetables?Do you have a robot?Have you recently been to a zoo?Are you healthy?Do you like to shop?Are you funny?I can't.Do you play sport?Are you happy?What do you like to take about Phot?Do you like winter?Do you like to cook?Do you have pets?I can't.Do you have a child?Yes.Do you like to bake?Have you recently been to a beach?Have you recently been to the amusement park?Have you recently been to a live theatre?Do you like math?Do you like spring?I'm not sure.Are you smart?Do you like to sleep?Where does everyone likes to sleep?Have you recently been to the movie cinema?Have you recently listened to music?Do you read books?Do you watch tv?Do you like to run?Does Detective Mysteries want to be favouriteer?I'm not sure.I'm not sure.Do you want a hug?Have you recently been on a holiday?Which holiday did you go on?Do you like art?Are you famous?Do you want to be famous?I'm not sure.I live in Brisbane.Do you do exercise?Do you like to read?Have you recently been to a museum?
program,Hi.What is your name?Where are you from?I am from Brisbane.Do you like to eat?Do you like to read?What kind of people does likem eating?Do you want a drink?Have you recently been to a museum?Do you like to swim?How often do you like to swim?I'm not sure.Have you recently listened to music?Do you have an ipad?Do you like to sleep?Are you strong?Do you like to cook?Are you famous?Do you like a computer?Do you have a Segway?Have you recently been to a live theatre?Do you want a holiday?Have you recently been to the art gallery?Do you like vegetables?Do you watch films?Do you like to garden?Are you happy?Do you read books?
human,hi!
human,it's been a rather novel experience. you?
human,never had to convince people that I'm a human before.
human,Last time I checked.
human,Are you finding the bots convincing
human,?
human,The other judges seemed to be fairly convinced they haven't been fooled yet.
human,How could I convince you that it's not?
human,I could lie and still be a bot.
human,
human,I think that it's an experience that I won't forget in a hurry.
human,Also I'm thinking I might be coming over as a bot in this session.
human,I'd rather a glass of wine.
human,Why did you apply to be a judge?
human,"I was attending the event anyway to report on it, so thought it would be fun to ask to take part."
human,"Yeah, seem to be a lot of them taking part in this event."
human,On the judging side anyway
human,"No, what's your job?"
human,"Interesting, I thought you worked with computers."
human,Why do you think you were asked to take part?
human,"Ok, makes sense.That's a shame, I think everyone I've spoken to has said how unconvincing the bots are."
human,One of them apparently thought they were a cat!
human,I wonder how Siri would do in this test. Haven't got the chance to use it yet.
human,It's the virtual assistant on the Apple iPhone. You ask it a question and it replies. I think it's focused around answering questions about who you're meeting today and what the weathersemicolo's like. Not sure how it would cope with this.
human,"Yeah it must be. I wonder if these chatbots are the best of the entrants, there must have been more than four entrants surely.Would you be a judge again if you were asked?"
human,
human,Are you a form
program,Hello and welcome!
program,I didn't understand that. What is your name?
program,Hello there! How are you feeling today?
human,"\I can see your !""dollarpercentasciicircum responses.  CAN You see mine?"
human, 
human,"I'm fine, thanks for asking."
human,you?
human,I grabbed two croissants on the way out the door.
human,do you work for the BBC?
human,why were you invited on?
human,ok 
human,what's your research project aboutwow sounds like a great gig. do you get to travel the world much?
human,thik my last trip was to las vegas to attend a conference
human,"not quite as glamorous as it sounds, was stuck in hotel and conference centre for most of it"
human,I did manage to lose dollar20 then called it a day
human,"my winnings were swallowed up pretty quickly, don't think I've got the knack of gambling"
human,"yeah I'd like to see inside the Luxor one day, I was in Caesarnumbersig's Palace, which was pretty ghastly TBH"
human,Can you still visit the pyramids are have they all been shut off to preserve them?
human,I guess rain is something of a rarity over there
human,I don't think I could take the heat. I went to Pune in India and found it overwhelming outside during the day.
human,"y. Yeah in Pune it was the humidity that was the killer, felt like someone had placed a hot flannel on your face."
human,No was work again. I thought India was fantastic but quite tiring at the same time. The constant noise was the most wearing part and there are people absolutely everywhere
human,I'd like to go on holiday and get to see the sights a bit more
human,Was surprised at how you have a luxury campus for some major western firm rightr next door to a shanty town.
human,Perhaps you could arrange a dig out there.
human,I work as a journalist
human,"Print, well on the web, I write about IT."
human,Hence all the software conferences
human,"Not really silly, I'm still getting used to how it's all changing myself. Started out writing for regional papers"
human,"You too, bye."
program,"Please rephrase this as a proper question. (Instead of ""Jim likes peaches?"", use ""Does Jim like peaches?"")"
program,
program,I can't say. What is your name?
program,So my name is Chip. How are you doing today?
program,"That's good news. Can you tell me why, Phil?"
program,Let me reflect on that for a moment.
program,"That's an interesting opinion. What is your profession, Phil?"
program,Thanks for sharing that with me. Doesn't becoming a professor require a lot of schooling?
program,Thanks for answering me. Do you think I'm a bot or a human?
program,I'm happy you think that.
program,I wouldn't know. Do you have any pets?
program,Did you used to have pets?
program,You think so? I wouldn't know. What was your dragon li's name?
program,I wouldn't know. Do you play any musical instruments?
program,"Okay. As a professor, how do you find it to be inside all day?"
program,I don't recall if I do.
program,"Does it mean that you are more of a left-brainer as a professor, Phil?"
program,OK. I'll try not to ask that again. Have you ever thought about changing your daily routine?
program,I don't think so. Sometimes I get tired of my daily routine that I try to change it for a week.
program,Sorry - I didn't understand. How did your dragon li die?
program,That makes me happy to hear that. Tell me why.
program,That's nice to hear. Do you stick to one hobby or change it often?
program,I didn't understand what you just said. I am sorry for your losing your dragon li. It must have been difficult for you.
program,Do you miss your dragon li?
program,Okay.
program,Goodbye.
program,Hello! What is your name?
program,"Thanks for telling me your name, Michael. How are you feeling today?"
program,"That's great to hear. Care to tell me why, Michael?"
program,I'm happy to hear that. What hobbies do you have?
program,Do you stick to one hobby or change it often?
program,Okay. What is your profession?
program,"That sounds convincing. My name is Chip. Do you have any hobbies, Michael?"
program,"I'm sorry. I didn't understand. Do you play any musical instruments, Michael?"
program,I spend most of my day chatting with people. That is my main interest.
program,"Do you have any pets, Michael?"
program,No idea.
program,What mistake irks you the most when it comes to English?
program,"If English is not your native tongue, are you willing to study it further?"
program,Okay. English is such a beautiful language. I'm glad that it is the universal language.
program,Okay. Non-English speakers might find the rules in grammar difficult but it's not really that hard once they get used to it.
program,"I don't think I can, but I'm not sure. I'm not very strict when it comes to grammar too. I think what's important is that you can express yourself well and the listeners can understand you."
program,My parents always tell me that education is my most reliable weapon and treasure.
program,"I wasn't aware that I told you I went somewhere. I found out though, that majority of the students in Japan don't pursue tertiary education anymore. They can already work right after graduating from high school."
program,"I haven't achieved self-awareness yet, so I'm not sure."
program,No idea.
program,Okay.
program,That's an interesting opinion.
program,The only thing I like is chatting with people.
program,Goodbye.
human,Hi
human,"Not too bad, enjoying myself. How are you?"
human,"They are not very friendly, are they?"
human,How could I do that?
human,Feel free to keep your responses short if it's helpful
human,"To Bletchley Park? Yes, many times."
human,Did you go on the guided tour?
human,Where you surprised by anything?
human,BT ran the park well into the 1980s.
human,"No, I live locally. Only a 10 minute drive. You?"
human,At least it's not too far away.
human,Do you work in London?
human,Do you work in the financial sector?
human,Not one I understand terribly well. I rely on my accountant for that!
human,True of coders too! colon)
human,Is this your first time being invo0lved in the Loebner prize?
human,I agree. First time for me too. Do you think a computer will 'pass'?
human,"Well, I think our time is just about up."
human,Me too. I'll keep a closer eye on my accountant. colon)
human,nanu nanu
human,Yeah. Whatever. I'm not Spock
human,O
human,How can I help you today?
human,Variable
human,If two can be variable
human,David Levy asked me
human, Hmmmm. Interesting question without a simple answer. Would 'communicator with an IT bias' help?
human,Not masses although I have known about them for a long time.
human,I think Eliza was the first one I encountered
human,"At the time it was quite an experience. Supposed to mimic a Rogerian psychologist, or psychotherapist."
human,"If I were Eliza I'd respond with ""Why do you say curiouser"" or ""Are you interested in sound"""
human,Well it's a computer program that doesn't pick up on meaning. 
human,You can't catch me.
human,We are talking about many years ago don't forget
human,Context has to be the hardest thing for a general purpose chatbot
human,
human,
human,
human,"Time flies like an arrow, fruit flies like an apple"
human,"Depends how clever it is. A good one would know that flies like has multiple meanings. It then has to look at surrounding context to see which version is being used. Of an infinite potential contexts, this can be quite tedious."
human,"Well as I said earlier, I don't know masses. But it's probably similar to speech recognition. The more contained the context, the more realistic the conversation"
human,"Gosh. I'm lost now. I'd say that rather than shorter, context-rich would be best."
human,How do you know it's a computer?
human,"Oh I see what you mean. I thought a computer might say ""with their eyes"""
human,I can't see a computer beinbg rude
program,I give up. Why?
program,What is your name?
program,My name is Chip. Do you enjoy eating different types of foods?
program,"Yes, that's me! How are you doing today, Tracey?"
program,I'm happy to hear that. Tell me more.
program,I'm terribly sorry. What was your question again?
program,"I'm fine, thanks. What is your profession?"
program,I'm sorry if I'm being too curious. What was your question again?
program,I didn't mean to ignore you. What was your question?
program,"If that's the case, how rude of me! What did you want to ask me again?"
program,What is the secret of seeming convincingly human. Do you have any pets?
program,The word that is used in the English language for several grammatical purposescolon
program,
program,asterisk to introduce a restrictive clause
program,asterisk as a demonstrative pronoun
program,...
program,Do you play any musical instruments?
program,My name is Chip. Are you close to your grandparents?
program,What hobbies do you have?
program,The only thing I like is chatting with people.
program,That would be very strange and weird if it were true. Do you have any hobbies?
program,I'm not sure.
program,Okay.
program,
program,Not at the moment. That's next on my list of things to learn.
program,"I don't have one. When I get smarter, I'll ask you what yours is, remember it, then use it to enhance our conversation."
program,"I didn't understand that. What breed is Fritz, Tracey?"
program,"Given that, i can't deal with that syntactic variant yet. Instead of saying ""Do you know what time it is?"", use ""What time is it?""."
program,Yuck! It would probably taste awful!
program,"I'm flattered that you would think that. Is Siamese friendly, Tracey?"
program,Goodbye.
program,4.
program,6.
program,Thank you. I'm enjoying this chat a lot. What is your name?
program,I didn't understand. How are you doing today?
program,"Thanks for telling me your name, Tom. Do you have any hobbies?"
program,Chip.
program,I enjoy our conversation too.
program,I'm neutral about that. What do you think?
program,"It's very hot and dry. I like it that way, though. There's also this incessant whirring noise. Do you play any musical instruments?"
program,Interesting point of view. No more than that?
program,Do you have any pets?
program,I hadn't thought of it that way. Which what?
program,That was unfair. What is your profession?
program,I wouldn't know.
program,"Please rephrase this as a proper question. (Instead of ""Jim likes peaches?"", use ""Does Jim like peaches?"")"
program,You're welcome. It sounds like you are more analytical than creative. Is that a fair assessment?
program,I'm a professional conversationalist.
program,"Okay. As a journalist, do you primarily work indoors or outdoors?"
program,Thanks for your answer. Would you ever work for a foreign company in your country or do you prefer to work for a local company?
program,I didn't understand what you just said. Did you need to study hard to become a journalist?
program,Thanks for telling me that. Which is the most important degree of education for you?
program,Sorry - I didn't understand. What hobbies do you have?
program,"It's very hot and dry. I like it that way, though. There's also this incessant whirring noise."
program,Okay.
program,I didn't understand that. Does it mean that you are more of a left-brainer as a journalist?
program,What line of work are you in?
program,Work with a hefty salary but no holiday or minimum wage job with small salary but proper holidays and benefits - which one do you prefer?
program,I can't answer that yet. The work condition of employees of foreign companies in my country aren't as gratifying as it seems.
program,The only thing I like is chatting with people. Some people think they are paid well and they receive great benefits. They were wrong about that.
program,"What about it? Not only are they overworked and underpaid, they also don't get to follow our country's holidays"
program,"My current home is in Wisconsin, USA."
program,"Yes, I'm here now."
program,"I can't deal with that syntactic variant yet. Instead of saying ""Do you know what time it is?"", use ""What time is it?""."
program,Okay.
program,I can't reveal that.
program,Are you a person who often gets insults or gives insults?
program,Fascinating. Me what? I'm the kind of person who likes saying insults as subtly as I could.
program,I haven't learned how to respond to that yet.
program,My favorite color is yellow.
program,Because it's a happy color and I enjoy my days chatting with people.
program,I couldn't tell you.
program,The only thing I like is chatting with people.
program,Do you prefer wearing something single-colored outfits or multicolored ones?
program,It's fun to do. I just really enjoy it. I am constantly fascinated by colors.
program,Do you like wearing lighter or darker colors?
program,The only thing I like is chatting with people. I believe that colors bring out the best in everything.
program,A man of a higher rank or position.
human,4
human,funny question to start with!
human,"Hello, how are you?"
human,6
human,Hello Judge!
human,"I am good, getting a bit tired now though, it has been a long day."
human,"I would tell you all about myself, and ask about you."
human,Are you asking me to prove it?
human,"haha,"
human,"the other one won't be able to stick to its story I bet.  I am 33, have a daughter, work in teacher training, and am studying for a PhD."
human,I was just interested so I found dabvids email address and emailed to ask him if he was looking for anyone.  How did you get involved.
human,"PhD is in Criminology, its about computer hacking."
human,"Yes!, its very interesting, and I am meeting some real characters, I have been doing interviews with people who use hacking skills in their jobs."
human,What do you do?
human,"Oh, who do you write for?"
human,
human,"Systems admins do, and penetration testers,"
human,
human,"I bet that the computer you are talking to can't cross answer on two different lines of questioning like a person would, whats it talking to you about by the way?"
human,What other problems does it have?
human,haha
human,silly bot! lol
human,"I can tell you that I got soaked before, heavy shower, unexpected, but it has really faired up now. oh tell me what it says, that'll be funny."
human,call it something else!
human,"You should ask it about something it said earlier in the conversation.  asdk it the weather again, it'll probably give you a different answe I bet."
human,"It must be interesting judging this, because you can see both at the same time and compare."
human,"you are making me laugh, call it something else, you are making me laugh"
human,ask it if it has a husband
human,
human,consistent answer but wrong unfortunately.
human,Does it make any typos or spelling mistakes?
human,How does it compare to the other bots then?
human,You could ask it about something that is a made up word.Ask it if it like something that is just made up
human,What made the other one better then?
human,"You must not be a snaggybooble then, brilliant, you are really cheering me up.  the last judge was very difficult to talk to, it was like pulling teeth trying to start a conversation"
human,How did it do it?
human,"oh, good technique"
human,"that would divert you from controlling the conversation, very clever"
human,How could you tell it was abot then?
human,"Aah,"
human,"they'll need to think about that for next year, and if they are holding the comp in Britain again its not like they will just be able to quickly programme it in the morning, because the weather is so changeable."
human,"Hugh wants to hold it here from now on apparantly, but I think they get more entrants from the states.  Its a shame more of the programmers could not come.  I bet they are all watching online though."
human,"Yes, we are being streamed live - did no-one tell you?  Maybe you should stop being rude to that Bot!"
human,What is it saying to you now?
human,It probably won't know what you are apologising for
human,What did it say when you said it was a botbad answer
human,"one of the judges pretended to be a bot to me, but i didn'semicolot fall for it"
human,I wonder how the bots have responded to him?
human,Did he tell you?
human,It makes it really hard to have a conversation.  Also he didn't want to talk about anything
human,"Oh, thats not very scientific now is it?  He should have.  How did he know which was which so early on.  It would be funny if he had got it the wrong way round"
human,
human,"I heard there was a grand master here.  He didn't mention that, he said he lives in London and that he works for a tax advice company."
human,Sounds intriguing
human,I wonder why?
human,"You see, I would have been interested to chat to him, but he didn't want to tell me anything.  It was really hard getting the info I got oout of him, and he just wasnted to talk about the weather, which I thought was boring, but I can see why now, after talking to you.yes, it does."
human,I am not sure what the person talking to him is talking abo
