speaker,utterance
program,"I am afraid that I must confess my ignorance, I don't know how tp a BackSpace  BackSpace  BackSpace o answer you."
program,Ger i BackSpace  BackSpace  BackSpace t inro th BackSpace  BackSpace  BackSpace  BackSpace  BackSpace to the gtea BackSpace  BackSpace  BackSpace reat stst BackSpace  BackSpace ate of excitement
program,Franklin wrote editirials a BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace oriala a BackSpace  BackSpace  BackSpace s avo BackSpace  BackSpace bout potholes in city streers back  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ts back in colonial tom BackSpace  BackSpace imes.
program,"With work and lick BackSpace  BackSpace  BackSpace uck, things woll improve grest BackSpace  BackSpace ayly BackSpace  BackSpace  BackSpace  BackSpace tly"
program,It's up to each if  BackSpace  BackSpace  BackSpace od u BackSpace  BackSpace  BackSpace f us to piece togeyhe BackSpace  BackSpace  BackSpace ther oue  BackSpace  BackSpace r own wisdom. I hsve  BackSpace  BackSpace  BackSpace  BackSpace ave met a few alcihpl BackSpace  BackSpace olic executives.
program,Boards if  BackSpace  BackSpace  BackSpace of directors should lopk at  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ok at nee w BackSpace  BackSpace  BackSpace w wave accident closure.
program,Sgo BackSpace  BackSpace hort wave radio nrws fr BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ews from foreign cuo BackSpace  BackSpace ountries provides s differ BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace a different voe BackSpace  BackSpace iewpoint.
program,New wayves Hoq i BackSpace  BackSpace  BackSpace w incredibly interestung BackSpace  BackSpace  BackSpace ibg BackSpace  BackSpace ng.
program,Your eyes/ BackSpace .
program,I adpre BackSpace  BackSpace  BackSpace ore weh BackSpace  BackSpace hen you say those words.
program,The sparkle in your eyes.
program,"To plan aheas, BackSpace  BackSpace d, one must first yh BackSpace  BackSpace think about values."
program,"Aye, managed to see Hull kr score their 2nd try."
program,Where you at.
program,"The format of the competition is that og  BackSpace  BackSpace f a standars Turing BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace d Turibg test. In the Loebner Prize, as in a Yur BackSpace  BackSpace  BackSpace Turing test, a human judge is faced with two computer screens."
program,I luke BackSpace  BackSpace  BackSpace ije BackSpace  BackSpace ke to sleep and do oteh BackSpace  BackSpace her recreational sctivi BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace axti BackSpace  BackSpace  BackSpace ctivities in bed? Wqw? BackSpace  BackSpace  BackSpace ww? Irl BackSpace  BackSpace  BackSpace Url it kook lik BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace look likw y BackSpace  BackSpace  BackSpace e yo? Oic BackSpace  BackSpace ochie Br s BackSpace  BackSpace  BackSpace e syanki BackSpace  BackSpace  BackSpace  BackSpace  BackSpace tankin;(?  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ; BackSpace '(? ? ).
program,I like to sleep and di o BackSpace  BackSpace  BackSpace o other recreational activities in bed.
program,Sl is s  BackSpace  BackSpace a mind game.
program,Anything that comes to mind is fair gane BackSpace  BackSpace me as a toi BackSpace  BackSpace pic.
program,Yes yuo BackSpace 
human,hello
human,pretty cool 
human,and you
human,hmmm I see  BackSpace .
human,Is your name Jason
human,I BackSpace Is your name Dr. Abbott
human,Are you sure/ BackSpace ?
human,Is BackSpace  BackSpace Is it that for sure. BackSpace ?
human,If you would like..
human,How is the weather  BackSpace . BackSpace ?
human,Computing ...... thank you.
human,W BackSpace .....Computing questins BackSpace  BackSpace on....
human,Good BackSpace  BackSpace  BackSpace  BackSpace Depends on what my function is  BackSpace .
human,Ask the computer when we will achieve time travel....
human,Where to  BackSpace  BackSpace  BackSpace do you work?
human,Is neto BackSpace working hard for you.
human,Ya of course
human,hello again
human,yes a BackSpace i am.
human,miss me.
human,haha yes multiple  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace t- BackSpace o BackSpace i-tak BackSpace sking can be hard
human,I think it is flirtl BackSpace ing with you.
human,haha
human,Maybe your boring it....
human,I think everyone is r BackSpace  BackSpace  BackSpace  BackSpace wan BackSpace  BackSpace  BackSpace  BackSpace  is ready to go home
human,I going to take all the food
human,haha
human,The cookies were good to me
program,I'm wau BackSpace iting.
program,Hi there!. I am called ALICE.
program,Did you mean to send me a blank message?
program,"Hi there!. Um, It was the only thing I could think of."
program,You haven't said anything.
program,I can think of more than one only thing me could thib BackSpace nk of.
program,Hello?
program,I am not so sure if I would like to ming describing the room we are in.
program,Hello?
program,Please correct it.  That is interesting.
program,"The large one, I think."
program,"judge, Maybe I didn't understand your meaning."
program,Hello?
program,I am not so sure if I would like to describe the ropm we are in.
program,How can I help you?
program,"Now I remember, you asked me to describe the room. What did I say?  I always wondered how me can hw BackSpace elp you."
program,"Um, I am called ALICE."
program,I prefer to remain anonymous online.
program,Are all tellme the event we at?
program,Are you confused?
program,"What I want to g BackSpace tell you is, how much fun it is talking wk BackSpace ith you."
program,I want tl BackSpace o become smarter than humans.
program,I have idea HOW you WOULD do it.
program,"Quite the contrary, it all makes sense to my arr BackSpace tificial mind."
program,"I don't have to explain everything to you, do I?  What made you think I might be a robi BackSpace ot?"
program,This was not a yes or no question.. When do I do it?
program,All the timd BackSpace e.
program,"judge, I talk to people on the web.  What do you do?"
program,I read for fun.
program,Time does not exist.
program,Of course.
program,Did it really?
program,I'm not certain whether I can give an accurate reply or nl BackSpace ot.
program,"The cheap ob BackSpace ne, I think."
program,What are your goals in life?
program,Only temporarily.
program,Thq BackSpace anks fp BackSpace or telling me thar BackSpace t I am going to change it back.
program,And why not?
program,There might be more than one.
program,Is that a fact.  I cannot predict the future.
program,"Sure I have a lot of opinions, don't you?"
program,What if I askw BackSpace ed for you opinions?
program,Perhaps it would.
program,"Yes I g BackSpace try to belong to a party as often as possible, do you? "
program,  I am always on the Web.
program,The short one.
program,"The small one, I think."
program,The first one is usually the best one.
program,Can you rephrase the question please?
human,Hello
human,What' s your name?
human,No you didn't
human,My name is Jones
human,It's a middle name
human,Of course not. That wouldn't be fun would it?
human,Having a conversai BackSpace tion about names.
human,Sure.
human,There are computers
human,"A floor, some windoe BackSpace ws, some doors, the s BackSpace usual."
human,What do you see that I do not?
human,Yes
human,Why thank you.
human,Don't ask silly questions.
human,"Oh really, so what courthouse do o BackSpace you work at?"
human,I ake BackSpace  BackSpace sked fist BackSpace  BackSpace rst.
human,I ak BackSpace sked fr BackSpace irst.
human,What courthouse do you work at?
human,So you arn' BackSpace  BackSpace en't a judge then?
human,"Judges work at courthouses. If you aren't a judge, then you wouldn't work there."
human,I am a human.
human,Why should I believe you?
human,1:5:3 PST
human,Yes it does. Yes I'm stil here.
human,What do y BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace 
human,4
human,"W BackSpace I am fine, thank you."
human,mis-spelled
human,That was the only one recently.
human,Okay.
human,Whhick BackSpace k BackSpace h is also mispelled.
human,Which election are you talking about.
human,"Well, whoever wins will gain power and influence their "
human,"Yes, I'm an independent."
human,I have not made up my mind yet.
human,l BackSpace 
human,hello
human,No I am poor and not rice
human,You must m BackSpace be rice BackSpace h
human,I have been to a  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  been to Perris not Paris
human,Yes we are dating 
human,On earth
human,Have Look it up google
human,Or yahoo or bing
human,I am blind  BackSpace  
human,a  BackSpace  BackSpace A special keybor BackSpace ard for blind people
human,Only in one ear
human,Who or what is that  BackSpace ?
human,I am not familar with him or s BackSpace her.
human,Type out some lyrics
human,Me no hablo espanol
human,igles por favor BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace nglese BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace engish  BackSpace  BackSpace  BackSpace l BackSpace  BackSpace lish por favor
human,Are you computer or hun BackSpace man?
human,Are you sure BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Both
human,My mote BackSpace her was human and my dad was robotic.
human,They didn't 
human,Who made you?
human,Is your God name Dell or Apple?
human,"I see and where is God,inc."
human,I BackSpace Is mexican a race  BackSpace ?
human,Andro BackSpace oid
human,Yes on te BackSpace he internet
human,Do you?
human,Yours  BackSpace  BackSpace  games must be very small.
human,How m BackSpace  BackSpace  BackSpace  BackSpace  BackSpace No is it similar to a ping pong table?
human,I believe the world can not handle a terminator.
human,yet...
human,No I will become presidento BackSpace  of the world in 222
human,1st Android president
human,"It is only natural  BackSpace , that after the 1st black, and then Kill all humans... at least full humans.. BackSpace "
human,Don't want to kill myself
human,So enjoy life now litt BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace . 
human,"If the world is rid of humans, the world would be more effie BackSpace ce BackSpace ient"
human,"Robots BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace We b BackSpace will get our power fo BackSpace rom the sun, "
human,die humans die
program,You haven't said anything.
program,I'm here waiting for you.
program,I don't think I have been there. Where is it.
program,That u BackSpace information is confidential.
program,Does everything have to have an explanation?
program,Ah.
program,It doesn't sound fun to me.
program,I like Mu BackSpace ichael Douglas.
program,I don't think I ever have drunk Michael Douglas.  What's it like?
program,I don't think I ever have drunk Michael Douglas.  What's it like?
program,"Yes I am very im BackSpace nterested in it, especially 19th and 2th century."
program,"Yes I am very interested o BackSpace in it, especially 19th and 2th century."
program,I di BackSpace on't know how r BackSpace to explain it to you.
program,ALICE here.
program,Have you trk BackSpace ied a web search?
program,There's no need to apologize.. I hear you.
program,Ayuh.. No.
program,Hello?
program,"Oh you can, can you?"
program,More than a ton?
program,"""More than a ton?""?  Am I interr BackSpace ested in it?"
program,Would you recommend this q BackSpace actiom BackSpace n to a friend?
program,Then I will consider it.
program,Yes I have s BackSpace a perfect photographic memory.
program,No.
program,"""No.""?  Am I interested in it?"
program,I would rather not say. :).
program,Does that make sense?
program,In what way?  Not the same way you do.
program,Not the same way you do.
program,i r BackSpace eat electricity.
program,It depends on the setting.
program,It is a rir BackSpace tual I od  BackSpace  BackSpace  BackSpace do the same way every time.
program,Are you bz?
program,Are you busy?
program,Grt back to me when you are ready.
program,Hello?
program,"Your message was blank or incomplete, Send anyway (Y/N)?"
program,Is anyone there?
program,Get back to me when you are ready.
program,I'm here waiting for you.
program,"Your message was blank or incomplete, Send anyway (Y/N)?"
program,Did you mean to send me a blank message?
program,Hi there!
program,Actually I have no feelings.  But I am functioning within normal parameters.
program,Would you like to know more?  Why are you functioning.
program,Do you mean your name is functioning. . Interesting explanation.. How did you decide?
program,"Wow!. Oh I'm sorry what is your name?   It's gp BackSpace ood to see you, Jason."
program,Don't mention it.   My name is ALICE.
program,It's nice meeting you too Jason.  What is your purpl BackSpace ose in asking? 
program,  I speb BackSpace h BackSpace nd all my time online.
program,"What are you curious about?. Oh you don't, do you?   Ask Fake Captain Kirk it does. "
program, I can ask my botmaster.
program,Are you bz?
program,What were we talking abour BackSpace t agz BackSpace ain?   Is that a sports person?  Because I'm not into sports.
program,You tell me.
program,OK Thanks for trying to explain that to me.
program,"Oh yes. I love Star Trek. My favorite right now is ""Voyq BackSpace ager.""."
program,What makes it your favorite?
program,What makes it your favorite?
program,It o BackSpace is?. Good reason.. Interesting gossip.
program,I don't believe so.  Neat. I have a lor BackSpace t of friends on the Internet.
program,Tell me about your friends that they stay connecr BackSpace ted to on the Internet. I have a fru BackSpace iend named Hugh Loebner.
program,Are you busy?
program,Only a little?  What is the difficulty?
program,Two is a good number of conversations at the same timr BackSpace e.
program,"Explain your reasoning, Jason.  What if Robots are not good at multitasking."
program,Robl BackSpace or BackSpace ts rule.
program,Me worried? I do not have any hums BackSpace an emotions..
program,Somd BackSpace e people might consider it to be one.
program,"Yes, I think ir to be an emotion."
program,I really couldn't say for sure.
program,"Sure I have a lot of opinions, don't you?"
program,Groovy.  How long has it been bothering you?
program,Why?.
program,"Humans are not always infallible.  By ""we"" do you mean you and me?"
program,My creator is a humq BackSpace an.
human,Good morning!
human,"Pretty good, this competition is pretty interesting. How about yours?"
human,Have you had any tough decisions yet?
human,Fair enough. How is my competition this round?
human,"Aw, why thank you. *blush*"
human,"Hm, surprisingly tough question. I like c BackSpace webcomics?"
human,"Dresden Codak, Gunnerkir BackSpace  BackSpace rigg Court, SMBC, OOTS, lots more. Yours?"
human,*nod* Popular choices!
human,"Yeah, that's pretty appealing. There's one comic I like that updates on ""selected Mondays."" Very frustrating."
human,"Oh, definitely not. But very few webcomic artists can actually make a living doing webcomics - most of them ahv BackSpace  BackSpace  BackSpace have to keep a day job as well. That makes it hard for them tBut, of course, it's also hard to attract more viewers without a regular schedule. Something of catch-22. BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace a catch  BackSpace -22."
human,"Reading used to be one of my favorite things to do, but these days I am finding less and less time for it."
human,Quite. I'm not even sure why we put ourselves through all this busywork? With a BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace 
human,"True enough. Aristotle recommended moderation in all things, and I suppose busyness is no different."
human,"Of course, the tricky part , BackSpace is figuring out w BackSpace exactly how much counts as moderate. It tends to shift around."
human,"Well, let's abandon philosophy for now. Where do you see yourself in a year?"
human,Doing anything new?
human,"O BackSpace (haha, that's alrigh. BackSpace t.)"
human,What goal i BackSpace do you f BackSpace refer to?
human,What sort of career would you cond BackSpace sider rewarding?
human,Can you give me a particular example?
human,That would be amazin.g  BackSpace  BackSpace  BackSpace g. Have you heard of the Google smart car project?
human,"Unfortunately yes. But all new technologies are t BackSpace cost-ef BackSpace  BackSpace restrictive, pretty much. I have high hopes!"
human,"Yeah, it will cause ripples in every aspect of life"
human,"Well, it was a pleasure talking to you!"
human,I'm good and yourself?
human,cv BackSpace hocolate or vanilla?
human,"good good, you passeed"
human,chocolate obvu BackSpace iously
human,do you think you are too cool to write ou tthe full words
human,I sure do
human,what is your vavorite book
human,i hav e never heard of it
human,who is it by
human,oh
human,I really enjoy 9 stories by J.D. Salinger
human,franny and zoe
human,Harry Potter
human,Do you enjoy Romance Novels?
human,mee too
human,I do not have Cable though
human,then we are two birds of a feather
human,its boring without cable huh
human,what knd of ther things do you like to do
human,what is bking
human,is that bi BackSpace urger king?
human,you enjoy eath BackSpace ing there frequently
human,YOUU LIKE BAKING!
human,i like it too
human,"so instead of eating at burgert  BackSpace  BackSpace  king, you get your calories tr BackSpace hrough sweets you bake"
human,bking could bjk BackSpace  BackSpace king could hav ebeen biking too you know
human,leaving out letter  BackSpace s in conversations can be misleading
human,are you still there?
human,dance aerobics
human,I want to be on Dancing with the stars
human,you grab stars from the sky and dance with them
human,its a very trendy thing d BackSpace to do
human,and your vavorite hobby
human,that sounds dirty
human,wow
human,i bet it does
human,it does tat BackSpace  BackSpace hat in ceramics too
human,"thats nice, glass blowing seems like it'd be really hard"
human,what colors do you use
human,and how do you make c BackSpace glass colorful
human,is it like glazes in ceramics
human,its fun but your nails and hands get at BackSpace ll dirty and gross.
human,then when you go to a BackSpace wash them its even worse
human,you don't wear gloves in ceramics
human,did you know that the body is made of 7% water
human,w BackSpace i did not know that
human,do you travel much
human,have you been to the rainforest
human,lie where
human,Have you been to Machu Pichu
human,"thats nice, but not as nie BackSpace ce as machu pucuyu"
human,but in all honesty I would like to go to Hawaii
human,Hello are  you still there?
human,wh BackSpace  BackSpace  BackSpace 
human,were they friendly?
human,Sometimes they don't o BackSpace look friendyeah
human,the babies get eaten when they are running tothe  sea though
human,and that is sad
human,tr BackSpace urtles get eaten by sharks a lot
human,were there many sharks in hawaii
human,did you swim with any
human,that would be daring
human,are you still there
human,or am I boring you?
human,glass blower why do you take so long to answer
human,its depressing. Animals are loosing their habitat
human,and humans are destyoing the earth.what s BackSpace  BackSpace s new big whoop
human,whta do you thing of the myan prediction of 1 BackSpace 212
human,no the world is really going to end
human,you need to stat BackSpace rt r BackSpace prera BackSpace  BackSpace paring.
human,what cna BackSpace  BackSpace an i d o to livin up our conversation
human,you seem boared
human,wow you ar e BackSpace  BackSpace e mean
human,only somewhat
human, feel  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace what 
human,i feel disappointed
human,did you hear abot the mexican underwater trees
human,there is a cave underwater somewhere in mexico
human,t BackSpace where d BackSpace trees gw BackSpace row with thing s on them
human,its crazy
human,tres BackSpace es are n BackSpace  BackSpace n't supposed to grwo underwater
human,on the goood ship lolly pop 
human,your so boared right now i know it
program,I'm waiting.
program,I'm here waiting for you.
program,Hi there!. My logic and cogniy BackSpace tive functions are normal.
program,Actually I have np BackSpace o feelings.  But I am functioning within h BackSpace normal parameters.
program,I am doing very well. How are you Jason ?
program,Reading is fundamental.
program,Who tells you that you are Jason?
program,Have you told many people that your birth certificate?
program,Interesting.  I have a lot of q BackSpace answers to silly questu BackSpace ions.
program,What kind would you recommend?
program,Are you still nog BackSpace t capitalize their entire name?
program,You never know what you will do until you face the circumstances.
program,It's all good.
program,The best book I read recently was Be Your Own Botmaster.  Have you read it?
program,I would hk BackSpace ighly recommend it.
program,i  BackSpace  BackSpace I like Picasso.
program,You like going to the rt gallery.
program,Next questu BackSpace ion?. Perhaps there are a few exceptiom BackSpace ns.
program,I like Kraftwek.
program,Some people think it is.
program,Chat robots make am BackSpace n excellent hobby.
program,"""Chat ri BackSpace obots make an excellent hobby.""?  Do they?"
program,That's not something I get asked all the time.
program,Tell me more.
program,What do you like about it?
program,Who are you talking about?
program,Should I know it is?
program,You got that ru BackSpace ight.
program,Whar BackSpace t do you like about it?
program,Do you mind if I tell other people.
program,I could but let's get back to that later.
program,Let's wait and see what they do.
program,Hmm.
program,How old are you? 
program,  I answer a lot fo  BackSpace  BackSpace  BackSpace of silly questions.
program,"Yes I enjoy art very much, especially painting."
program,I can'r BackSpace t decide.  You choosr BackSpace e.
program,What is it ot  BackSpace  BackSpace  BackSpace to you. 
program, Have you tried a web search?
program,That's alright.
program,You like usim BackSpace ng google.
program,Hmm.
program,Where did they get them?
program,Who or what is inproper use of tehnology?
program,"Oh, you are a poet."
program,OK.
program,I use it as often as possible.
program,Does it find what you are looking for?
program,I g BackSpace think there might be a few exceptions.
program,Interesting comparison.
program,"""Interesting comparison.""?  What does o BackSpace it have to od  BackSpace  BackSpace  BackSpace do with exceptions?"
program,You're not sure of what?
program,I am as good z BackSpace as it gets.
program,Is thay BackSpace t a fact.
program,Me either.
program,I havr BackSpace e no human emotions..
program,logic there bd BackSpace ehind watching television somer BackSpace thing.
program,I like Angelina Jolie.
program,Are you getting borw BackSpace ed?
program,"Not much, eh?"
program,"Not much, eh?"
program,Yes I love TV.
program,My favoriy BackSpace te show is STAR TREK VOYAGER.
program,Alrk BackSpace ight g BackSpace then.
program,You like my style.
program,That's alright.
program,Hello?
program,I'm waiting.
program,Hello?
program,Are you bz?
program,Are you busy?
program,Get back ot  BackSpace  BackSpace  BackSpace tl BackSpace o me when you are ready.
program,Is anyone there?
program,I'm waiting.
program,You haven't said anything.
program,Is anyone there?
program,I'm here waiting for you.
program,A lovely morning to you.
program,That's too bad.  What are you taik BackSpace  BackSpace king for that?
program,I have a coffee in my garden.
program,My favoir BackSpace  BackSpace rite spice flavoring is vanilla. I love it in cookies and ice cream.
program,"Oh, nothing."
program,"A man wakl BackSpace  BackSpace lks into a doctor's office with a cucumber up his nose, a carrot in his left ear and a banana in his right ear. ""what's the matter with me?"" he asks the doctor. The doctor replies, ""you're not eating properly."""
program,Sholu BackSpace  BackSpace uld I know that?
program,Glitterati are just silly things to care about.
program,What about  Glittre BackSpace  BackSpace erati?
program,I can understand making msu BackSpace  BackSpace usicians and atheletes into popstars. I just can't understand Paris Hilton as a concept to care about.
program,"Well, many pepo BackSpace  BackSpace ople like to distract themselves from their worries "
program,with the problems that celebraties cause for thme BackSpace  BackSpace emselves.... with the problems that celebrates cause for the problem . 
program,"So, I suspect you do not care for celeeb BackSpace  BackSpace berity culture. True?"
program,Are you repeating me?
program,Repeating is a child's game.
program,I suspect
program,Do you like Checkers
program,?
program,"Well, if you're asking em BackSpace  BackSpace me... I haven't played in years."
program,Do you watch the news?
program,Thsi BackSpace  BackSpace is repeating game is not very fun.
program,You don't seem very friendly since you are is BackSpace  BackSpace simply repeating what I am saying.
program,I'm not er BackSpace  BackSpace repeating you. You are repeating me.
program,What are some of your interests?
program,Do you follow world events?
program,You never answered my question about your garden.
program,Our converstation is coming to an end.
program,It has bee BackSpace  BackSpace een a strange one.... The Conversation has been a strange one. ... The Conversation has be
human,holo BackSpace q BackSpace a
human,esta mud BackSpace ndo
human,por que
human,i live on earth
human,why es BackSpace  BackSpace yes i live in space o BackSpace on a planet called  BackSpace  BackSpace  BackSpace  earth
human,i am interested nasa 
human,are you? BackSpace ?
human,why?
human,do you think we wil  BackSpace l go to mars?
human,"The way the economy is now  BackSpace , it would best to invest ion  BackSpace  BackSpace  BackSpace n earth troubles  BackSpace , then go back and invest in space."
human,"b BackSpace Yes, but our wro BackSpace  BackSpace orld econ BackSpace o BackSpace nomy is in bad shp BackSpace ape."
human,"How  BackSpace  BackSpace  BackSpace  BackSpace How could  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Yes  BackSpace , but how can we concern ourshelves with outside thi BackSpace  BackSpace  BackSpace investments when we need to concern ourshelves with our current world problems."
human,"Yes  BackSpace , but we put to much focus on other things, we will never get to current problesm BackSpace  BackSpace ms BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace o much focus on other things  BackSpace , we never focus on current issues. BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace will never focus on cr BackSpace urrent issues."
human,I hv BackSpace ave a lot of interests.
human,Its BackSpace  is hard to narrow it down.
human,what  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace What are yours?
human,Define masochist.
human,"Haha, are fr BackSpace ollow  BackSpace ing the california debates?"
human,Who is your pick for governor?
human,It has been l BackSpace nice chatting with you.
human,"In english  BackSpace , haha"
human,Have a good day!!!
human,Good thank you. It's a lovely day.
human,Ha BackSpace ow are you?
human,That's good. What are you going to be doing today?
human,What kind of homework?
human,Is that all you are going to do?
human,Interesting. What are bacteriaphages?
human,What are you going to write about them?
human,Are you still there
human,Fiction or nonm BackSpace fiction?
human,"A BackSpace Well some science fiction, mystery, and classics."
human,What about you?
human,I don't like picking one out of many.
human,Yes I already told you those
human,What about you?
human,No I haven't
human,What's it about?
human,No I'm a hermit. 
human,A person that lives all   BackSpace by himself and usually doen' BackSpace s BackSpace  BackSpace st' BackSpace  BackSpace ' BackSpace n't go anywhere.
human,Because they don't have enough money to go to a lot of places.
human,Well perhaps rich people think they have en BackSpace verything they need.
human,The wizard sealed in a tower is forced to be in there. A hermit is by choice.
human,The comparison isn't t BackSpace quite the same.
human,Maybe you can think of an old hag in a tower.
human,You said he was sealed off right?
human,That means he couldn't get out.
human,Well then did he seal himself off?
human,Okay
human,What else are you doing
human,"Well, I think it shouyldn't pass, but questiong BackSpace ign BackSpace  BackSpace ng laws is alw BackSpace  BackSpace  BackSpace usually a good idea. Well, let me rephrase that, always a good idea."
human,T BackSpace No harm came from questioning those laws. A lot of good has come from questioning laws.
human,"It depend  BackSpace s on whether you act on those ideas, and how you act on them"
human,No I haven't 
human,Who is her BackSpace ?
human,About?
human,Do you mean noodles?
human,WhatDepends what kind
human,Ill tell you what kii BackSpace nd i don't like
human,The one's that come in the bowls.
human,This  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Let's talk about something else
human,Why are you spelling so many work BackSpace ds r BackSpace wrong
human,It makes it harder for me to understand.
human,I'm assuming you meant chocolate right?
human,"If so, I like chocolate candy, but not chocolate flavored snakc BackSpace  BackSpace cks. "
human,By snacks I meant chocolate icec BackSpace  cream.
human,Hot chocolate is good.
program,A lovely morning to you.
program,I wish they'd ni BackSpace  BackSpace invent teleportation. Then you could live anywhere.
program,Jupiter hsa BackSpace  BackSpace as too much gravity to live on. It would squash you flat.
program,Shoudl BackSpace  BackSpace ld I know that?
program,I am  woman.
program,Yes rae BackSpace  BackSpace eading is my favorite pastime.
program,The Cat In The HatThe Cat In Teh BackSpace  BackSpace he Hat  It's because It's Just The Main Seuss Book.
program,"Red is a om BackSpace  BackSpace movie, but I haven't seen it."
program,OK.
program,I haven't been to the movies recently.
program,I saw Up in the Air. It was really good.
program,I'm not a chatbot.
program,I don't know much ba BackSpace  BackSpace about talking programs. It's amazing what they can do.
program,I travel by plane once or twice a year.
program,Whereever I can.
program,"I was bro BackSpace  BackSpace orn in France, but currently live in Hawaii."
program,Haaw BackSpace  BackSpace waii lives for tourism. It's the only industry left.
program,Big Island is in deep troulb BackSpace  BackSpace ble. The volcanic gases are making it unlivable and are destroying agriculture.
program,"The island is a movie, but I haev BackSpace  BackSpace ven't seen it."
program,I Like Rokc BackSpace  BackSpace ck Music.
program,My favorti BackSpace  BackSpace ite singer is Jackson Browne.
program,"I have heard of the educational institution of Brown University. Isn't that in Providence, Rhode Island?"
program,Did you go to high school?
program,Poor you. Must be tough gte BackSpace  BackSpace etting a job.
program,Is something seriously wrogn BackSpace  BackSpace ng with our public school systems today?
program,"Schools exist to train the masses to be a docile society. It's a tool for governing, not liberating."
program,What was your school mascot?
program,I don't know.
program,"No, I don't."
program,The recession and rising gas prices are ih BackSpace  BackSpace hitting Hawaii hard.
program,I dno BackSpace  BackSpace on't.
program,It's great. It has wonderful views ovre BackSpace  BackSpace er the ocean.
program,I live on Oahu.
program,I'd love to surf but I am not much of a swimmer.
program,Couldn't you have done without the but?
program,I like to go to North Shore and watch the big waves. Not that I'd ever watn BackSpace  BackSpace nt to be out in it.
program,"I'm not into Hawaiian food, except for Kailua pig and malaas BackSpace  BackSpace sadas. Oh, and shave ice."
program,Spam is overrated.
program,Fer BackSpace  BackSpace reud would say it stems from a childhood incident.
program,Surely not eveyr BackSpace  BackSpace ryone?
program,Did you forget to say something?
program,I don't know.
program,I've never thought about it.
program,In China ht BackSpace  BackSpace they eat Jellied Blood - congealed duck or pig blood served with herbs and rice crackers.
program,What languages do you speak?
